title,label,label_score
luna maya  syahrini bertemu acara melanie ricardo emosi,non-clickbait,0
putri ahok lulus sma foto wisudanya bareng veronica tan sorotan,non-clickbait,0
habis jutaan rupiah supermarket struk belanja nikita mirzani banget ,clickbait,1
indosiar siapkan program unggulan lebaran,non-clickbait,0
cowok 22 tahun dicoret kartu keluarga diumumkan koran ,clickbait,1
6 film layar lebar perdana tayang sctv temani libur lebaran,clickbait,1
10 idol korea berangkat wajib militer tahun bts  exo,clickbait,1
foto prewed jessica iskandar   richard kyle mandi bola pakai baju warna warni,non-clickbait,0
10 fakta vincent raditya pilot lisensinya dicabut video prank limbad,clickbait,1
cantiknya syahrini manggung mua memoles area,non-clickbait,0
ashton kutcher saksi persidangan pembunuhan berantai,non-clickbait,0
dwayne johnson the rock bergabung marvel cinematic universe ,clickbait,1
deretan kpop idol fashionable contek gayanya nih ,clickbait,1
2 seleb jalani puasa putuskan mualaf,clickbait,1
sinopsis drama episode 16 happy ending dicari lee jong suk  han hyo joo,non-clickbait,0
sinopsis sinetron ketiga tayang selasa 7 mei 2019,non-clickbait,0
jerman pangeran charles sabar kunjungi anak meghan harry,non-clickbait,0
sinopsis drama life episode 1 konflik tersembunyi rumah sakit,non-clickbait,0
kenalan mysterio sosok trailer spider man far from home,non-clickbait,0
sinopsis sinetron anak langit tayang selasa 8 mei 2019,non-clickbait,0
sinopsis sinetron cinta buta tayang selasa 8 mei 2019,non-clickbait,0
sinopsis sinetron cinta suci tayang selasa 8 mei 2019,non-clickbait,0
sctv lazada hadirkan simfoni ramadan andi rianto artis top indonesia,non-clickbait,0
sinopsis sinetron anak langit tayang selasa 7 mei 2019,non-clickbait,0
liburan eropa spider man kostum ,clickbait,1
alami kecelakaan mobil mantan idol tewas,clickbait,1
sinopsis drama life episode 4 carut marut manajemen rumah sakit,non-clickbait,0
ulangi kesuksesan sinetron kun anta 3 hadir layar kaca,non-clickbait,0
fakta unik pokemon detective pikachu ngomong manusia,clickbait,1
14 selebriti hollywood muslim  puasa ramadan,clickbait,1
sinopsis sinetron ketiga tayang rabu 9 mei 2019,non-clickbait,0
sinopsis sinetron cinta suci tayang rabu 9 mei 2019,non-clickbait,0
sinopsis sinetron anak langit tayang rabu 9 mei 2019,non-clickbait,0
habis kesabaran lee jeong hoon laporkan haters hina anaknya,non-clickbait,0
sinopsis sinetron ketiga tayang selasa 8 mei 2019,non-clickbait,0
kim go eun resmi lawan main lee min ho perankan karakter,non-clickbait,0
putrinya sienna wisuda marshanda foto keluarga bareng istri ben kasyafani,non-clickbait,0
sophia latjuba ulang tahun gading roy marten hubungan,clickbait,1
sinopsis drama life episode 5 pertentangan batin cho seung woo,non-clickbait,0
sinopsis sinetron cinta buta tayang rabu 9 mei 2019,non-clickbait,0
hadiri new york fashion week hadiah kehormatan pemenang tresemme the runway 2019,non-clickbait,0
tumbuh agama berbeda celine evangelista cucu pejuang muslim,non-clickbait,0
aksi 2019 top 18 kloter 3 giliran sri mudik majalengka,non-clickbait,0
ustaz arifin ilham alami kritis alvin faiz doa,non-clickbait,0
kim go eun resmi main drama bareng lee min ho netizen korea kecewa,non-clickbait,0
8 seleb indonesia hamil duluan menikah hoax,clickbait,1
sukses dunia hiburan adly fairuz jualan kopi,non-clickbait,0
pemulangan jenazah ani yudhoyono dipercepat,non-clickbait,0
hengkang the voice 16 season adam levine ,clickbait,1
irina shayk   bradley cooper putus lady gaga penyebabnya ,clickbait,1
sederet rumor menarik tim avengers dipimpin captain marvel ,clickbait,1
rayakan idulfitri artis cilik ocean marchiano hendra undang puluhan anak yatim,non-clickbait,0
ditjen pajak sentil penjualan mukena seharga rp 35 juta marzuki alie bela syahrini,non-clickbait,0
pasca avengers endgame petinggi marvel studios kantongi nama fase 4,clickbait,1
8 pop idol mengaku naksir idol ,clickbait,1
penampilan dalang cilacap kloter 4 panggung aksi 2019,non-clickbait,0
lulus smp andika kangen band ujian kejar paket lampung,non-clickbait,0
digombalin penggemar reaksi malu malu jisoo blackpink,clickbait,1
5 tahun merantau jakarta fendy chow memenuhi harapan sang ,clickbait,1
8 tahun bernaung jyp entertainment soloist cantik memutuskan hengkang ,clickbait,1
irish bella berhijab belajar doa,non-clickbait,0
unggah video ahmad dhani anak mulan jameela kangen ,clickbait,1
alami pendarahan irish bella berhati hati,non-clickbait,0
film bebas wujudkan harapan baim reuni teman angkatan sma,non-clickbait,0
kabar agil penderita kanker sinetron bidadari 3 sahabat ria ricis,non-clickbait,0
gelar pangeran anak pangeran harry meghan dipanggil master archie,non-clickbait,0
2 tahun anak bungsu ahmad albar hafal lagu lagu god bless,non-clickbait,0
ditawari gaji merry enggan raffi ahmad,non-clickbait,0
viral video choi siwon kepedasan tembus 16 juta viewer 2 ,clickbait,1
6 squad drama korea friendship goals,clickbait,1
dancer pop terpopuler gak kalah kece idol ,clickbait,1
traveling ala barbie kumalasari indonesia   amerika ditempuh 8 jam,non-clickbait,0
gebby vesta tutup rapat identitas transgender pria,non-clickbait,0
monsta bikin fans penasaran teaser musik terbarunya,non-clickbait,0
unggah foto liburan bts siapkan program bon voyage ,clickbait,1
menangis anang gantikan posisinya indonesian idol alasan armand maulana,clickbait,1
ayu azhari kenalkan tarian khas suku dayak warga london,non-clickbait,0
heboh barbie kumalasari pesawat 8 jam sederet seleb tulis caption menyindir,clickbait,1
penghasilan verrell bramasta 3 youtuber beli 2 mobil ,clickbait,1
selebritis terseret korban skandal bts ,clickbait,1
jakarta merry tolak tawaran raffi ahmad dengannya,non-clickbait,0
12 transformasi millendaru cowok cantik berdada bidang   doyan bikinian,clickbait,1
resmi diluncurkan gebrakan festival film indonesia 2019,clickbait,1
5 film indonesia terbaru bikin antingaret berangkat bioskop,clickbait,1
sambut kemerdekaan indosiar gelar konser musik panjat pinang kolosal,non-clickbait,0
wanda hamidah syuting film vakum reuni sahabat,non-clickbait,0
taemin shinee tampil hut rcti 30 shawol beruntung bertemu ,clickbait,1
bukti sehun exo sosok religius,clickbait,1
achmad bakrie xvii 2019 diramaikan rio febrian regina ivanova,non-clickbait,0
dipenjara bareng galih ginanjar cerai dipilih barbie kumalasari ,clickbait,1
james gunn batman muncul suice squad 2 ,clickbait,1
mia khalifa buka bukaan video panas berhijab diteror isis ,clickbait,1
ruben onsu ulang tahun 16 transformasinya tembem abis   segar awet muda,clickbait,1
produseri drama musikal anak iis sugianto angkat tema kesehatan mental,non-clickbait,0
12 artis anggota paskibra ,clickbait,1
pelukan reino barack harga sweater syahrini harganya 2 digit ,clickbait,1
rela panas panasan andovi da lopez tanam pohon benteng van den bosch,non-clickbait,0
10 idola rahang tajam mengiris hati kai exo bobby ikon,clickbait,1
peduli keselamatan bumi kotak ikutan tanam pohon ngawi,non-clickbait,0
joe jonas gelar pesta bertema james bond rayakan ultah 30,non-clickbait,0
drama perceraian goo hye sun   ahn jae hyun hilangnya kepercayaan   butuh uang,non-clickbait,0
izin suami titi kamal main sinetron,non-clickbait,0
jual rumah shakira kediaman denada ditawar keluarga menteri harga segini,clickbait,1
nia ramadhani hadiri pernikahan anak raam punjabi sebal bcl gara gara,clickbait,1
15 pasangan seleb korea cinlok bahagia putus   cerai,clickbait,1
penampilan mutia ayu pernikahan glenn fredly cantik bergaun putih,non-clickbait,0
selebritis marcella simon mualaf didampingi cut meyriska,non-clickbait,0
terkuak  alasan ali syakieb   citra kirana putus rezky aditya,clickbait,1
yuk jemput impian bareng julian jacob ,clickbait,1
nama anak ditiru fans franda bayimu pakai nama ,clickbait,1
sabar menunggu winner penutup on off festival 2019,non-clickbait,0
niki dewa 19 lineup wowconcert maksimalkan music experience,non-clickbait,0
donald trump hina john legend berguna  chrissy teigen bermulut kotor,non-clickbait,0
hotman paris mengaku panggilan gus lora penjelasan nu,clickbait,1
okie agustina satukan visi jims honey miss earth 2019,non-clickbait,0
sederet tipe pacar ditemui drama korea,clickbait,1
dihujat haters barbie kumalasari pilih menikmati hidup aja,non-clickbait,0
inspirasi gaya tas pinggang ala kylie jenner effortless stylish ,clickbait,1
penuh duka bunga citra lestari mendiang bj habibie,non-clickbait,0
sandra dewi pamer wajah mikhael moeis ganteng banget ,clickbait,1
dami kwon kakak dragon nikahi aktor kim min joon detailnya,clickbait,1
camila cabello shawn mendes pamer ciuman ala ikan konfirmasi pacaran ,clickbait,1
booming iklan mie sedaap versi choi siwon,clickbait,1
teuku rassya buka restoran bertema papua,clickbait,1
barbie kumalasari amerika bareng boy william ceritanya,clickbait,1
barbie kumalasari  galih ginanjar dikabarkan pisah klarifikasi indra tarigan,clickbait,1
5 film terbaik indonesia nggak bosan ditonton judul favoritmu ,clickbait,1
kado pernikahan justin bieber jam tangan mewah seharga 1 miliar ,clickbait,1
18 tahun kkkg kajol kareena kapoor frame stunning ,clickbait,1
alasan robby shine mantap berbisnis pusat kebugaran,clickbait,1
halaman kapanlagi korea resmi launching isinya aja sih ,clickbait,1
dul jaelani napak tilas kencan rahasia maia estianty ahmad dhani,non-clickbait,0
rosa meldianti kontes puteri indonesia lucinta luna tersaingi ,clickbait,1
boyband mont sukses bikin histeris mahasiswa unj,non-clickbait,0
sinetron bisnis wujudkan impian alia rosa belikan ortu rumah,non-clickbait,0
kocak  gara gara penilaian guru deepika padukone ancam ranveer singh,clickbait,1
luncurkan reborn web series season 3   daihatsu milenial,non-clickbait,0
grup wa geng menteri ceria melaney ricardo  luna maya berantem ,clickbait,1
usia kehamilan 6 syahnaz sadiqah belanja perlengkapan bayi,non-clickbait,0
umrah bareng irwan mussry maia estianty berangkat jet pribadi,non-clickbait,0
pengakuan atta halilintar berhubungan intim hotel bebby fey,clickbait,1
jelang pernikahan hailey baldwin pesta bachelorette seru nakal ,clickbait,1
4 tahun pergi kondisi makam olga syahputra,clickbait,1
7 pop idol karakter animasi disney hope bts   taeyeon snsd,clickbait,1
7 pemotretan terbaru jessica iskandar   nia ramadhani bak bidadari turun langit,clickbait,1
ferry ardiansyah alami kecelakaan syuting rumah angker,non-clickbait,0
spider man dikabarkan hengkang mcu penjelasan sony pictures,clickbait,1
cut meyriska sakit perut 5 tahun serangkaian pemeriksaan dilaluinya,clickbait,1
sangka sampo favorit alodita supermarket ,clickbait,1
google doodle tampilkan sosok chrisye lengkap lilin lilin,non-clickbait,0
damai melaney ricardo ceritakan elza syarif syok   makan,non-clickbait,0
deretan kpop idol bersinar tonton konsernya ,clickbait,1
indonesia fashion week 2020 angkat keragaman budaya kalimantan,non-clickbait,0
uya kuya bawakan program reality show berjudul garis tangan,non-clickbait,0
rehabilitasi bikin badan bugar jefri nichol ngaku susah tidur,non-clickbait,0
trailer perempuan tanah jahanam tara basro misteri keluarganya,non-clickbait,0
dara warganegara super model tenar fashion icon juri mmazm 2019,non-clickbait,0
ammar zoni nama ayona ayora bikin monumen si kembar,non-clickbait,0
berhenti latihan azan berkumandang bts banjir pujian army,non-clickbait,0
tradisi fitri handayani bersedekah jelang ulang tahun suami,non-clickbait,0
tertarik belajar sejarah anak anak ayu azhari hobi kunjungi museum,non-clickbait,0
ruben onsu tabungan rp 27 sederet sumber penghasilannya,clickbait,1
berbentuk melahirkan sandra dewi kebanjiran protes,non-clickbait,0
peluncuran trailer gundala abimana arasatya fakta unik,clickbait,1
jokowi hadiri nikahan wartawan anak seleb terkenal,clickbait,1
blak blakan millendaru ngaku urusan ranjang artis inisial zl,clickbait,1
tertangkap narkoba deretan film jefri nichol ,clickbait,1
tahun pacaran rooney mara joaquin phoenix bertunangan,non-clickbait,0
jennifer dunn pamer rumah super megah lengkap kolam renang mewah,clickbait,1
fitri carlina meriahkan festival cheng ho 2019 semarang,non-clickbait,0
rio dewanto kualitas akting lucinta luna manusia,non-clickbait,0
arumi bachsin model catwalk dadakan cantik mempesona,non-clickbait,0
jungkook bts kirim food truck lokasi syuting drama cha eun woo,non-clickbait,0
irwansyah main sinetron bareng chelsea olivia zaskia sungkar cemburu ,clickbait,1
10 persiapan area jicomfest 2019,clickbait,1
sinopsis drama life episode 13 lee wook dipecat,non-clickbait,0
harga starter pack sekolah saaih halilintar bikin sobat miskin melongo,clickbait,1
mundur youtube ria ricis sapa penggemar jicomfest 2019,non-clickbait,0
video adegan dihapus versi asli avengers endgame bikin nangis,clickbait,1
fakta mengejutkan terkuak jennifer dunn bohong rumah barunya ,clickbait,1
sinopsis drama life episode 15 jo seung woo oppa dijebak,non-clickbait,0
sinopsis drama life episode 14 rumitnya lee wook,non-clickbait,0
bercinta sehari 8 ronde barbie kumalasari bilik asmara galih ,clickbait,1
sosialita wanda ponika pelajari dunia politik sd,non-clickbait,0
pandji ernest raditya dika sepanggung bikin ketawa ,clickbait,1
sinopsis drama rich man episode 1 pertemuan suho exo ha yun soo,non-clickbait,0
unggah foto makan pisang vanessa angel panen hujatan,non-clickbait,0
vanessa angel bicara jodoh sih cowok nerima ,clickbait,1
sarwendah lokasi syuting lucu betrand peto,clickbait,1
alasan bikin uus memilih berhenti pakai narkoba,clickbait,1
momen anwar hadid dibaptis pantai malibu,non-clickbait,0
dibaptis pengakuan anwar hadid perbedaaan agama keluarga,clickbait,1
anak presiden jokowi hadiri ultah 36 luna maya,non-clickbait,0
ucapan ulang tahun reino barack luna maya alhamdulillah,non-clickbait,0
sinopsis drama rich man epsiode 9 kenangan suho exo,non-clickbait,0
sinopsis drama rich man episode 7 kedekatan suho exo ha yun soo,non-clickbait,0
sinopsis drama rich man episode 14 perubahan suho exo,non-clickbait,0
kim soo hyun cameo episode hotel del luna,non-clickbait,0
youtuber tana mongeau bawa ular vmas 2019 tiru gaya britney spears 18 tahun ,clickbait,1
hanny zeng bawa pesan ramah lingkungan miss earth 2019,non-clickbait,0
tinggal lingkungan sineas tetangga joko anwar tara basro dimas anggara,non-clickbait,0
foto orangtua jungkook bts ayahnya ganteng banget   ibunya awet muda,clickbait,1
sinopsis drama still 17 episode 3 transformasi jong,non-clickbait,0
kang daniel ajukan penangguhan kontrak lawan agensi pengadilan,non-clickbait,0
honey moon swiss reino barack kunjungi pabrik pembuatan jam mewah,non-clickbait,0
surat penahanan resmi dirilis jung joon young ditempatkan penjara,non-clickbait,0
suka film horor  deretan film horor tayang april,clickbait,1
jenita janet jajal filler terobosan algenesss 100 bahan alami ,clickbait,1
rapat investor yg entertainment selesai digelar hasilnya ,clickbait,1
lucunya lee wook berhenti menangis ,clickbait,1
spring lagu park bom rajai tangga lagu dunia,non-clickbait,0
tora sudiro bintangi film rumput tetangga akui bercandanya,non-clickbait,0
terkait dm cewek vicky prasetyo anggap anggia chan ngambek,non-clickbait,0
sinopsis drama still 17 episode 9 kedekatan shin hye sun jong,non-clickbait,0
sinopsis drama goblin episode 15 cinta kim go eun gong yoo bersemi,non-clickbait,0
sinopsis drama goblin episode 16 cerita cinta gong yoo  kim go eun,non-clickbait,0
fakta menarik girlband korea selatan momoland,clickbait,1
bintangi rumput tetangga titi kamal senang ceritanya,non-clickbait,0
barack obama kirim ucapan selamat pertunanagan jennifer lopez   alex rodriguez,non-clickbait,0
heboh jung joon young youtuber ngaku dilecehkan idol pria,clickbait,1
rusak barang bukti jung joon young reset hape serahkan polisi,non-clickbait,0
sinopsis drama still 17 episode 11 mencoba melawan trauma,non-clickbait,0
diduga pasok sabu anambas adik wali kota tanjungpinang ditangkap,non-clickbait,0
wanita tubuh berisi terbukti bikin pria bahagia,clickbait,1
kronologi lengkap pemuda bandung tusuk gadis pujaan cinta ditolak,clickbait,1
kualitas udara pontianak berbahaya dinas kesehatan siagakan rumah oksigen,non-clickbait,0
sarapan bikin ngantuk mitos fakta ,clickbait,1
mahasiswa pulang kampung gubernur papua temui kapolri kepala bin,non-clickbait,0
pikap tabrak rumah kebon jeruk 2 penghuni terluka,non-clickbait,0
manajer persib imbau bobotoh terpancing insiden pelemparan batu,non-clickbait,0
aplikasi basabali wiki raih penghargaan literasi unesco 2019,non-clickbait,0
pegawai kpk asn ppp gaji tunjangan dikurangi,non-clickbait,0
pdi tangsel menutup calon usung politik identitas,non-clickbait,0
polisi gugur terjatuh lubang pompa air olah tkp pencurian motor,non-clickbait,0
2 lokalisasi kepri ditutup 56 psk dipulangkan kampung halaman,non-clickbait,0
dinas kesehatan pendidikan bantu sekolah terdampak asap industri cilincing,non-clickbait,0
mantan anggota komnas ham hs dillon meninggal,non-clickbait,0
sibuk batal bertemu pimpinan kpk agenda jokowi seharian,clickbait,1
spanduk pecel lele obat kuat jakmania kritik persija,clickbait,1
5 fakta menarik animasi spongebob squarepants ,clickbait,1
26 atlet tampil kejuaraan dunia badminton junior 2019,non-clickbait,0
jadwal penerbangan bandara kertajati normal terdampak kabut asap,non-clickbait,0
chris hemsworth natalie portman bintang utama thor love and thunder,clickbait,1
anggota pansus pemindahan kota bentukan dpr,clickbait,1
penemuan terbaru penyebab punahnya dinosaurus,clickbait,1
kesenian palang pintu sambut tim sukses sekda muhamad ambil formulir cawalkot tangsel,non-clickbait,0
putra bj habibie kritis,non-clickbait,0
polisi nilai pekatnya asap karhutla riau lokasi pusaran angin,non-clickbait,0
bamsoet lomba burung berkicau dekatkan dpr masyarakat,non-clickbait,0
jarak pandang 150 meter bandara supadio pontianak lumpuh total,non-clickbait,0
truk terguling tanjakan emen tewas,non-clickbait,0
susi pakai cantrang pikir indonesia kaya,non-clickbait,0
dpr sahkan revisi uu md3 pimpinan mpr 10,non-clickbait,0
taliban 2 pendudukan afghanistan jihad negosiasi,non-clickbait,0
permohonan disetujui hakim kivlan zen dipindah rutan polda metro jaya,non-clickbait,0
ketua hipmi lempar isyarat waktu longgar  respon presiden jokowi,clickbait,1
pemprov dki trotoar tengah jalan kalimalang dibangun operator tol becakayu,non-clickbait,0
korban kekerasan seksual berjatuhan komnas perempuan desak ruu pks disahkan,non-clickbait,0
jokowi janji papua lambat oktober,non-clickbait,0
dorong umkm kelas bri lakukan program clustering,non-clickbait,0
ibas demokrat kawal kpk dilemahkan,non-clickbait,0
polisi persilahkan veronica koman tempuh upaya hukum status tersangka,non-clickbait,0
pemimpin hong kong peringatkan as campur,non-clickbait,0
layanan gocar dipesan bandara soekarno hatta,non-clickbait,0
presiden kelas menengah indonesia magnet investasi,non-clickbait,0
ketua mrp bantah kepulangan mahasiswa papua maklumat dikeluarkan,non-clickbait,0
basuki kontraktor tingkatkan penggunaan bim,non-clickbait,0
jelang pemerintahan 3 menteri jokowi pamit,clickbait,1
dalangi pengaturan skor petenis brasil hukuman seumur hidup,non-clickbait,0
kemenhub ajak kaum disabilitas cek sarana transportasi,non-clickbait,0
6 reaksi shandy aulia hadapi netizen julid,clickbait,1
polisi buru bayi ditemukan kantong plastik cisauk,non-clickbait,0
diselimuti kabut asap 7 penerbangan bandara syamsuddin noor banjarmasin delay,non-clickbait,0
museum sejarah bentoel cagar budaya kategori museum,non-clickbait,0
pertarungan buaya 18 meter anakonda 8 meter menang ,clickbait,1
ketua dprd jayapura sumbangkan tanah jokowi berkantor papua,non-clickbait,0
anggap novum setya novanto layak jaksa hakim tolak pk,non-clickbait,0
tahun populasi toyota calya mendekati 215000 unit,non-clickbait,0
anggota dprd jabar uu ruzhanul ban serep ridwan kamil,non-clickbait,0
langkah ditjen imigrasi terima surat pencegahan pencabutan paspor veronica koman,clickbait,1
hasrat pecatur andalan indonesia piala dunia fide,clickbait,1
dprd ban serep ridwan kamil uu ruzhanul ,clickbait,1
xiaomi luncurkan teknologi mi charge turbo isi baterai 30 menit,non-clickbait,0
permata bank luncurkan layanan syariah platform digital,non-clickbait,0
terkait dau emil usul disesuaikan penduduk ,non-clickbait,0
1500 kilometer tol ditargetkan beroperasi jabatan jokowi,non-clickbait,0
anies perbaikan kualitas udara 1 2,non-clickbait,0
target investasi pertanian izin investor dipermudah,non-clickbait,0
dirut sriwijaya air dicopot ,clickbait,1
jokowi istana presiden dibangun papua tahun,non-clickbait,0
tanggapi permohonan pk novanto jaksa singgung sumpah pengadilan,non-clickbait,0
dpr capim kpk teken kontrak politik bermaterai konsistensi,non-clickbait,0
seniman tolak revisi uu kpk,clickbait,1
google dituding menakut nakuti pengguna iphone celah keamanan,non-clickbait,0
bocoran foto daihatsu sigra facelift,clickbait,1
penuhi regulasi 23 persib rekrut alfeandra dewangga,non-clickbait,0
mencari cosplayer menyukai kostum karakter jawabannya,clickbait,1
tilang elektronik jalur transjakarta berlaku 1 oktober 2019,non-clickbait,0
besok tiket ka railink dibeli traveloka,non-clickbait,0
hujan sepekan palembang diselimuti kabut asap,non-clickbait,0
pesan istri gantung cekcok suami foto pelukan,clickbait,1
hujan asteroid september,non-clickbait,0
alasan museum sejarah bentoel malang dijual,clickbait,1
veronica koman terdeteksi australia,non-clickbait,0
tni siapkan 2 hercules angkut mahasiswa papua daerah tempatnya belajar,non-clickbait,0
warga jayapura kompensasi pemblokiran layanan data kominfo,non-clickbait,0
luhut susi pamit,clickbait,1
upaya kemnaker tingkatkan kompetensi kapasitas trainer,non-clickbait,0
akademisi makassar tolak revisi uu kpk,non-clickbait,0
meikarta 3 asn pemprov jabar dipanggil kpk,non-clickbait,0
rusak mobil pemadam kebakaran warga makassar ditahan,non-clickbait,0
imbas ganjil genap jalan matraman raya macet,non-clickbait,0
tips berniat memelihara vw kodok ,clickbait,1
polisi pastikan penumpukan kendaraan jalan alternatif kebayoran,non-clickbait,0
kebakaran sorong papua hanguskan 10 rumah petak ruko,non-clickbait,0
jual beli jabatan kpk panggil 5 pejabat pemkab kudus,non-clickbait,0
ditjen imigrasi terima surat pencegahan pencabutan paspor veronica koman,non-clickbait,0
karyawan amazon turun jalan lakukan protes alasannya ,clickbait,1
siji beda nikmati koleksi museum seni keramik,clickbait,1
bri saluran kur mikro 15 nasabah mekaar kelas ,non-clickbait,0
pergub kawasan non komersial kota negara tunggu penentuan titik koordinat,non-clickbait,0
pengembang database open source postgresql asia berkumpul bali,non-clickbait,0
survei bi penjualan eceran juli 2019,non-clickbait,0
taksi online gagal stiker pengecualian ganjil genap,non-clickbait,0
pilihan jenis gelas pengaruhi kopi ,clickbait,1
demerson gantikan posisi amevor persela lamongan,non-clickbait,0
sri mulyani rekam medis 267 juta penduduk ri diidentifikasi ,clickbait,1
4 fakta penerapan sistem ganjil genap jakarta barat,clickbait,1
bayar rp 5000 5 museum jakarta,clickbait,1
impulse buying alasan exsport resmi garap pasar perempuan,non-clickbait,0
pria tewas serang polisi tilang polda ntb bentuk tim investigasi,non-clickbait,0
menteri susi maaf akui tengil,clickbait,1
beda penarikan pencabutan paspor  penjelasan pakar hukum,clickbait,1
pb pms khawatir pembinaan atlet jateng terganggu audisi djarum berhenti,non-clickbait,0
dul jaelani tolong maafkan maafkan,clickbait,1
kerjanya menembaki kapal menteri susi,clickbait,1
fakta sopir truk tanah tersangka tabrakan beruntun bintaro,clickbait,1
kecelakaan bus mira nganjuk 3 penumpang innova tewas 1 luka berat,non-clickbait,0
1904 pelanggaran perluasan ganjil genap jakarta barat,non-clickbait,0
kemal mochtar berhasil turunkan berat badan 50 kg setahun rahasianya ,clickbait,1
polisi buru aktivis knpb diduga terkoneksi benny wenda,non-clickbait,0
wiranto papua papua barat nkri diganggu gugat,non-clickbait,0
fraksi pan usul keputusan dewan disetujui pimpinan,non-clickbait,0
polisi tepergok busana istri sanksi,clickbait,1
polisi dikeroyok 4 pemuda gara gara uang parkir,non-clickbait,0
dukung bisnis online pos indonesia luncurkan sameday service,non-clickbait,0
kerap diarak jepang mikoshi ,clickbait,1
nissan siapkan note power meluncur tahun,non-clickbait,0
bayangan indonesia ,clickbait,1
cerita jatuh bangun pemilik warung dian barokah unhas langganan mahasiswa,clickbait,1
diajak perang gubernur maluku menteri susi,clickbait,1
viral pengendara keluarkan jurus silat razia polisi,clickbait,1
menteri rini plt dirut direktur ptpn iii,non-clickbait,0
lelang proyek jakarta international stadium diprotes,non-clickbait,0
sri mulyani disalahkan bpjs  pb djarum merek rokok,non-clickbait,0
total tersangka rusuh papua 87,non-clickbait,0
7 kisah pasien ditandu puskesmas ambulans desa selamatkan melahirkan,clickbait,1
sidang perdana kepemilikan senpi illegal kivlan zen,non-clickbait,0
cukai rokok tahun pertimbangan pemerintah,clickbait,1
hasil kualifikasi euro 2020 de bruyne 3 assist belgia menang telak,non-clickbait,0
viral penumpang berdiri 6 jam pesawat istri tidur,clickbait,1
16 manfaat renang tubuh diremehkan,clickbait,1
perluasan sistem ganjil genap pendapatan penjual pelat nomor 50 persen,non-clickbait,0
10 capim kpk dikunci surat bermeterai,clickbait,1
viral video wanita bugil motor keliling samarinda kronologi kejadiannya,clickbait,1
trump perundingan damai taliban mati,non-clickbait,0
polemik pb djarum vs kpai berujung stop audisi,clickbait,1
sby menitikkan air,clickbait,1
armand maulana juri anaknya the voice  dipenjara santunan ahmad dhani terhenti ,clickbait,1
kpk tanggapi permohonan pk setya novanto pengadilan,non-clickbait,0
ditilang ganjil genap mengurus denda tilang,clickbait,1
espresso istilah kedai kopi,clickbait,1
bmkg jakarta tangerang cerah seharian,non-clickbait,0
makan pisang sarapan alasannya,clickbait,1
kota dikritik ridwan kamil luas komentar gubernur kaltim,clickbait,1
kpai berniat stop audisi pb djarum  auktor intelektualis kerusuhan papua,non-clickbait,0
pindah kota pengaruhi arus era kendaraan listrik ,clickbait,1
sekolah setuju andreas diasuh wali kota malang,clickbait,1
kementan targetkan 60 persen lahan serasi asuransi,non-clickbait,0
fakta terungkap sidang narkoba jefri nichol,clickbait,1
polisi dalami keterkaitan tersangka dalang rusuh jayapura benny wenda,non-clickbait,0
beredar isu habibie meninggal keramaian rspad,non-clickbait,0
bayangan ekuinoks beda  penjelasannya,clickbait,1
pelanggar ganjil genap wilayah jakarta barat berkurang sore,non-clickbait,0
dampak gelombang panas landa perancis 1500 meninggal,non-clickbait,0
harga emas dunia turun 3 beruntun ,clickbait,1
menteri pppa yohana yembise tegaskan audisi pb djarum langgar aturan,non-clickbait,0
keluhan pengendara penerapan perluasan ganjil genap,clickbait,1
santunan ahmad dhani thr korban kecelakaan dul jaelani,non-clickbait,0
kabar habibie meninggal hoaks,non-clickbait,0
awas virus joker hapus 24 aplikasi ponsel android,clickbait,1
kecelakaan maut bus mira vs innova nganjuk diduga akibat human error,non-clickbait,0
windows 10 kuasai pasaran sistem operasi pc,non-clickbait,0
heboh perselingkuhan berujung pembunuhan sisi klinisnya,clickbait,1
jelang putaran liga 1 pemain semen padang jalani tes vo2max,non-clickbait,0
tentaranya tewas serangan bom trump batalkan pertemuan taliban,non-clickbait,0
sdn pancawangi cianjur ambruk siswa belajar beralas terpal berharap bantuan tenda ,non-clickbait,0
4 fakta menarik ganjil genap jakarta timur,clickbait,1
melonjak 12 lipat perdagangan saham pico dihentikan,non-clickbait,0
rumah terbakar cipayung petugas terhambat galian kabel,non-clickbait,0
5 bikin rumah minim cahaya alami terang,clickbait,1
viral video polisi razia mertua operasi patuh penjelasan kasatlantas polres bojonegoro,clickbait,1
menawarkan bertemu as korea utara tembakkan proyektil,non-clickbait,0
diduga korsleting listrik 56 rumah banjarmasin terbakar,non-clickbait,0
disantuni rp 5 juta ahmad dhani keluarga korban kecelakaan dul ,clickbait,1
iphone laris semester 2019,clickbait,1
cerita paul cummings fasilitas disabilitas stadion kanjuruhan,clickbait,1
suap dana perimbangan pegunungan arfak kpk panggil politisi pan,non-clickbait,0
john kenedy aziz pastikan pertemuan komisi iii ampg,non-clickbait,0
harga emas antam turun,non-clickbait,0
pelamar cpns berusia 40 tahun posisi ,clickbait,1
kemarau desa bali barat alami kesulitan air,non-clickbait,0
diputar serentak 12 september 5 fakta film warkop dki reborn 3 ,clickbait,1
pemerintah buka lowongan pns lulusan s3 usia maksimal 40 tahun,non-clickbait,0
ppp capim setuju revisi uu kpk sulit terpilih icw nilai bentuk penyanderaan,non-clickbait,0
konsep 3 in 1 akuisisi lahan tanah wakaf indonesia,non-clickbait,0
