title,label,label_score
kenal lafal sigra sumbang jual besar daihatsu,clickbait,0
estimasi harga model toyota calya daihatsu sigra,non-clickbait,1
bagi sepeda ajar bekas iriana jokowi mantu,non-clickbait,1
walhi perintah klaim titik api bakar turun,non-clickbait,1
diskon calya sigra model capai rp 7 juta,non-clickbait,1
motogp 2019 rossi lemah motor kalah saing,non-clickbait,1
pimpin serah mandat presiden kpk jalan,non-clickbait,1
kronologi langgar lintas bakar motor tilang,non-clickbait,1
koalisi gemuk nilai kalah calon pks pilkada depok,non-clickbait,1
seret seteru nikita mirzani melaney ricardo damai elza syarief,non-clickbait,1
kronologi 2 wna tewas akibat speed boat balik devils tear lembongan,clickbait,0
kisah mistis nan romantis danau asmara permata timur flores,clickbait,0
liga champions sebab ronaldo musuh fans atletico madrid,non-clickbait,1
marvel laku ubah doctor strange,non-clickbait,1
takut sita alas pria tilang bakar motor,clickbait,0
tahun galaxy galaxy note,clickbait,0
arsene wenger sesal datang messi arsenal,non-clickbait,1
bunuh mertua wahono ancam penjara umur hidup,non-clickbait,1
riau provinsi bakar hutan parah tahun 2019,clickbait,0
kivlan zen menang bicara istri hadap sidang dakwa,non-clickbait,1
ormas pemuda pancasila reza ao daftar calon walkot tangsel,non-clickbait,1
persipura vs persija macan mayor turun trio rekrut anyar,non-clickbait,1
ibunda aldi taher doa sembuh ria irawan,non-clickbait,1
abraham samad calon pimpin kpk cacat yuridis,non-clickbait,1
inspirasi kopi abdul the coffee theory rilis coffee baby,non-clickbait,1
edar pil hexymer mahasiswa cianjur tangkap polisi,non-clickbait,1
candu main game online pemuda alami buta,clickbait,0
indonesia vs thailand antusiasme masyarakat tonton timnas turun,non-clickbait,1
program mitra upaya mendikbud tingkat mutu didik,non-clickbait,1
jaksa berat kivlan zen damping nasihat hukum tni,non-clickbait,1
harimau malaya luka uea,non-clickbait,1
kisah eko pesan go food kayuh sepeda keliling bekas,non-clickbait,1
eko takut henti viral pesan go food pakai sepeda,clickbait,0
okok daerah keluar terima bantu iur bpjs sehat,non-clickbait,1
kenang chrisye nyanyi baca not musik,non-clickbait,1
libur bts terbang negeri,non-clickbait,1
simon cowell aku banyak suntik botox,non-clickbait,1
komplot curi jakpus kerap incar perempuan kena kalung,non-clickbait,1
unjuk bahas ruu kuhp massa bawa spanduk bebas bahaya,non-clickbait,1
dybala gagal real madrid restu zidane,non-clickbait,1
kemenhub kumpul 200 operator dump truck sore,clickbait,0
harga detail ubah calya facelift,non-clickbait,1
seri ortu paham minat bakat si,clickbait,0
kendara motor mabuk basri teman tewas tabrak tembok,non-clickbait,1
aktivitas padat ge pamungkas gejala tifus,non-clickbait,1
yu hyun koo pensiun semen padang,non-clickbait,1
wali kota brasil larang jual komik marvel tampil cium 2 pria superhero,non-clickbait,1
bupati sumedang dorong bangun 4 sd dampak proyek tol cisumdawu,non-clickbait,1
korban tewas bakar celaka tol purbaleunyi duga asal 3 mobil,non-clickbait,1
setia gara aku korban kdrt kjri chicago atensi,non-clickbait,1
teliti lipi revisi uu kpk bongkar habis habis,non-clickbait,1
airlangga bambang soesatyo temu pasti saing munas,non-clickbait,1
gagal kirim paket ganja 50 kg jaring sumatera jawa,non-clickbait,1
man city tinggal 5 poin liverpool de bruyne khawatir,non-clickbait,1
kambinghitamkan warga lokal perintah tunjuk gagal tangan karhutla,non-clickbait,1
daihatsu sigra facelift harga,non-clickbait,1
polisi tangkap 7 ogah laku pungli pintu tol cengkareng,non-clickbait,1
kronologi nenek iyah bunuh mayat bakar utang rp 15 ribu,clickbait,0
sandang disabilitas kritik fasilitas stasiun tanjung priok,non-clickbait,1
melanie subono bayangin makam keluarga injak foto,non-clickbait,1
calya sigra facelift luncur diskon,non-clickbait,1
22 juta kendara jakarta tunggak pajak nilai rp 24 triliun,non-clickbait,1
eks pimpin kpk dapat presiden revisi uu kpk,non-clickbait,1
pretty boys film lahir gelisah dunia televisi,non-clickbait,1
makan bal penasaran turis asing,clickbait,0
kronologi celaka tunggal tol jagorawi tewas 3,clickbait,0
anggun sasmi sedih ziarah desa selfie makam bj habibie,non-clickbait,1
badak lampung fc vs psm makassar juku eja target menang,non-clickbait,1
daihatsu terios laris manis,non-clickbait,1
3 tewas akibat suzuki apv guling tol jagorawi sebab,clickbait,0
bela rossi insiden kualifikasi motogp san marino 2019,non-clickbait,1
diri kaskus andrew darwis lapor polisi kronologi versi lapor,clickbait,0
hailey baldwin curhat tahun nikah justin bieber,non-clickbait,1
dapat beasiswa didik rp 200 juta siswa sma jabodetabek,clickbait,0
kejut pendekar tashoora balkonjazz festival 2019,non-clickbait,1
kembang pt bj habibie hasil insinyur spesialis,non-clickbait,1
toyota indonesia lulus siswa pakai,non-clickbait,1
seru kompascom gelar acara jejak daki meru,clickbait,0
celaka tol jagorawi tumpang lempar kabin mobil sabuk kam,clickbait,0
rd suporter tira persikabo jaga sikap,non-clickbait,1
kendara keluh trotoar kalimalang tengah jalan,non-clickbait,1
ban pecah duga sebab celaka maut tol jagorawi,non-clickbait,1
jadwal motogp san marino lanjut marquez vs rossi,non-clickbait,1
puji sohor claudia serta the voice jerman cirebon,non-clickbait,1
trik ringan jaga kecerahaan warna cat mobil,clickbait,0
jadwal motogp gelar 22 seri balap,non-clickbait,1
balap supermoto saing seri tiga,non-clickbait,1
google denda rp 77 triliun perancis hindar pajak,non-clickbait,1
persipura vs sela laskar joko tingkir sang top skor,non-clickbait,1
xanana surat keluarga habibie,non-clickbait,1
kemudi ekskavator tewas perosok kolam tambang timah,non-clickbait,1
fakta hr putra sulung elvy sukaesih amuk warung,non-clickbait,1
iron man kabar hidup film black widow,non-clickbait,1
beto goncalves gol penalti main drop,non-clickbait,1
lolos tembak polisi spesialis curi ternak tangkap,non-clickbait,1
baut botol roti adu cepat jakarta kizuna ekiden 2019,non-clickbait,1
kpk 1 cerita berantas korupsi era soekarno soeharto,clickbait,0
kpk 2 semangat reformasi era habibie mati era jokowi,clickbait,0
tahan imbang tira persikabo robert alberts lemah persib,clickbait,0
psg vs strasbourg starter neymar bukti,non-clickbait,1
kulonuwun salatiga 1700 mahasiswa gelar karnaval kostum saras 008 gundala,non-clickbait,1
ngaku anak ui kenal kantin balsem legendaris,clickbait,0
warung legendaris sasar ui murah lezat tantang orde,non-clickbait,1
modal butuh bisnis franchise,clickbait,0
adik hr ambil pedang rumah elvy sukaesih condet,non-clickbait,1
gagal kalah persib rd apresiasi kerja main tira persikabo,non-clickbait,1
norwich vs man city kalah the citizens,non-clickbait,1
daftar harga mobil motor bekas mobil listrik vw,clickbait,0
napoli vs sampdoria dries mertens sama rekor pribadi san paolo,non-clickbait,1
jadwal liga 1 2019 persija vs psis,non-clickbait,1
inter vs udinese menang tipis nerazzurri pimpin klasemen liga italia,non-clickbait,1
real sociedad vs atletico madrid kalah atlet pimpin klasemen liga spanyol,non-clickbait,1
jadwal link live streaming liga inggris watford vs arsenal,non-clickbait,1
unjung danau asmara permata indah ujung timur flores,non-clickbait,1
beda makan bal restoran rumah bal asli,non-clickbait,1
spongebob squarepants tegur kpi,non-clickbait,1
barcelona vs valencia gol main 16 tahun warna menang barca,non-clickbait,1
kisar harga motor bebek bekas rp 4 juta,non-clickbait,1
klasemen liga inggris liverpool sempurna man city tinggal 5 poin,non-clickbait,1
sulit biaya selesai kuliah cimb tawar beasiswa kejar mimpi,non-clickbait,1
insiden kualifikasi motogp san marino 2019 marquez salah rossi,non-clickbait,1
fakta lengkap ledak mako brimob jateng anggota luka warga takut pulang,clickbait,0
komentar veronica rekening video ledak mako brimob,non-clickbait,1
kisar harga motor trail bekas rp 15 juta,non-clickbait,1
jadwal final vietnam open 2019 dellarizki satu harap,non-clickbait,1
noah yovie his friends janji suguh spesial nan riah project,non-clickbait,1
milik gold wing ajar kendali moge,non-clickbait,1
pangdam ii sriwijaya keluh minim dukung kepala daerah karhutla,non-clickbait,1
tan kembang tani bas mekanisasi,non-clickbait,1
8 manfaat tidur siang tingkat memori jantung,clickbait,0
fakta veronica koman polisi temu 6 rekening bantah tuduh,non-clickbait,1
syuting mortal kombat pekan joe taslim sub zero,non-clickbait,1
pilih mobil ken rp 150 juta fortuner,non-clickbait,1
celaka jagorawi bahaya pecah ban,non-clickbait,1
motogp san marino valentino rossi tantang,non-clickbait,1
makam habibie xanana wakil rakyat timor leste,non-clickbait,1
hasil sidang komdis pssi klub liga 2 dominasi daftar langgar,non-clickbait,1
dian sastro anak tarki gampang mental kuat,non-clickbait,1
penjara curi motor batal nikah tinggal tunang undang sebar,non-clickbait,1
kabut asap riau daftar terbang lion air tunda batal,clickbait,0
semen padang seleksi bek brasil mauricio leal,non-clickbait,1
tewas zaenal bkbh unram duga salah sop polisi,non-clickbait,1
bijak cukai rokok dampak juta terima negara,non-clickbait,1
saksi guru smk 6 tahun pakai mobil pikap esemka bima,non-clickbait,1
indonesia vs thailand main pilar gajah perang prediksi absen,non-clickbait,1
amat aneh trotoar kalimalang tengah jalan,clickbait,0
reklamasi benoa menteri bumn bicara gubernur bal,non-clickbait,1
labuh marunda sandung hukum awan gelap pasti usaha tanah air,non-clickbait,1
kiky saputri roasting fadli zon kritik politik kemas gelitik,non-clickbait,1
cerita komika kiky saputri siap materi roasting fadli zon waktu singkat,clickbait,0
punah dinosaurus picu asteroid kuat 10 miliar bom atom,non-clickbait,1
lapor cabut kendara motor serempet anak trotoar proses,non-clickbait,1
korea utara yakin kembang rudal teknologi canggih,non-clickbait,1
chevrolet captiva baru luncur thailand indonesia,clickbait,0
jenguk bj habibie kepala bppt habibie semangat pulih,non-clickbait,1
buang rf coba kubur bayi rumah kosong cisauk,non-clickbait,1
loyal juventus douglas costa bantah rumor man united,non-clickbait,1
strategi makan budget batas,clickbait,0
korban sebar foto bugil anggota dprd temu urus pkb,non-clickbait,1
bakar hutan kalimantan ganggu jadwal kalteng putra liga 1,non-clickbait,1
anggota dprd ternate lantik posisi ketua alih pdi pkb,non-clickbait,1
capai kini timnas olahraga breaking indonesia,clickbait,0
hukum anies tegur lebur timah cilincing,non-clickbait,1
persija kalah psis riko tegas tim lanjut bangkit,non-clickbait,1
basuki tanggap anies pkl trotoar baca atur,non-clickbait,1
kuasa hukum jefri nichol narkoba hasut,non-clickbait,1
misteri sebab ribu ikan mati dadak ambon ungkap,clickbait,0
mayat pria paruh baya identitas temu sangkut pintu air kalimalang,non-clickbait,1
derita ispa rw industri lebur alumunium cilincing,non-clickbait,1
aku setia gara sembunyi kdrt lindung suami,non-clickbait,1
klhk rencana evakuasi satwa dampak asap karhutla,non-clickbait,1
fakta ancam bupati bone bolango warga rokok,clickbait,0
beasiswa s2 s3 irlandia ikut syarat tahap,clickbait,0
motogp san marino maverick vinales raih podium tinggi,non-clickbait,1
juang tanta ginting dunia hibur hijrah amerika tolak orangtua,non-clickbait,1
saut situmorang enggan komentar kait ketua kpk irjen firli,non-clickbait,1
motogp san marino 2019 helm rossi nuansa semangka roti pipih,non-clickbait,1
seru vs psm wiljan pluim ancam serius,non-clickbait,1
jokowi tuju kpk terbit sp3 waktu 2 tahun mekanisme,clickbait,0
avengers of kpop superm nobat baekhyun exo leader,non-clickbait,1
daftar lengkap maskapai terminal 2 bandara soekarno hatta,clickbait,0
alas mahfud md kpk serah mandat presiden,clickbait,0
sidang saksi bilang jefri target operasi,non-clickbait,1
tuju revisi uu kpk jokowi hilang percaya rakyat,non-clickbait,1
ketua pgi lembaga agama bukti,non-clickbait,1
laode syarif tegak hukum ikat komitmen politik,non-clickbait,1
yamaha tantang komunitas balap tahan,non-clickbait,1
kabut asap riau masker n95 lindung pakai,non-clickbait,1
tangkap tonton laga sepak bola stadion wanita iran tewas bakar,non-clickbait,1
indonesia vs thailand sugbk banding rajamangala,non-clickbait,1
selidik 111 buruh racun polisi periksa milik warung makan,clickbait,0
waspada hoaks saing umkm pangan,clickbait,0
kourtney kardashian atas rambut pitak terapi plasma darah,non-clickbait,1
indonesia vs thailand mahasiswa yala dukung tim gajah perang,non-clickbait,1
tonton indonesia padat gbk saksi indonesia vs thailand,non-clickbait,1
kim kardashian menang nyata positif lupus,non-clickbait,1
puji ustaz yusuf mansur tan amran,non-clickbait,1
batuk kivlan zen aju mohon obat rspad,non-clickbait,1
teleskop raksasa china hasil deteksi sinyal angkasa,non-clickbait,1
2 ekor gajah lepas kendali festival agama sri lanka 17 luka luka,non-clickbait,1
ghibran nadiem panutan anak muda indonesia,non-clickbait,1
tuduh curi merek dagang off white virgil abloh,non-clickbait,1
seberang jalan tol perempuan tewas tabrak kendara motor,non-clickbait,1
jaksa sorot petinggi rohde and schwarz ob tiru tanda tangan dokumen po,non-clickbait,1
kenal teknologi suv peugeot,non-clickbait,1
wajah jennie blackpink hias sampul majalah elle edisi oktober,non-clickbait,1
aksi mutia ayu istri glenn fredly ajar saji papeda,clickbait,0
tahan satu lini bangga ac mil,non-clickbait,1
aku demonstran kpk pimpin kpk aku uang,non-clickbait,1
orangtua beli susu bayi 14 5 gelas kopi,non-clickbait,1
kabut asap kepung bandara samarinda 3 jajar pegawai gelar shalat istisqa,non-clickbait,1
tampar kali desta dendam danilla riyadi,non-clickbait,1
anang hermansyah maia hebat ahmad dhani,non-clickbait,1
restu tua cristiano ronaldo nikah georgina rodriguez,non-clickbait,1
bikin tubuh sehat olahraga sehat otak,non-clickbait,1
dede yusuf biar perintah rasa rapat kabinet riau 3,non-clickbait,1
mesra shandy aulia cinta buta dodit mulyanto menang,non-clickbait,1
anang hermansyah undang ahmad dhani maia estianty balas ajak krisdayanti,non-clickbait,1
dongkrak investasi jokowi revisi 74 undang undang,non-clickbait,1
wisata yogyakarta rumah nanas spongebob tengah hutan pinus,non-clickbait,1
pergok kamar anak tiri saiful lapor cabul istri,non-clickbait,1
susun main link live streaming laga timnas 16 vs filipina,non-clickbait,1
kamera mirrorless fujifilm a7 hadir video 4k mumpuni,non-clickbait,1
alas bayi lahir keluar air keringat,clickbait,0
curhatan omid nazar korban lempar bus persib,clickbait,0
final vietnam open 2019 dellarizki pasti gelar juara,non-clickbait,1
noah rela terombang ambing laut garap album,non-clickbait,1
gas amonia bocor pabrik es warga hambur lari pantai,non-clickbait,1
anita wahid jalan bawa hancur demokrasi,non-clickbait,1
maju transportasi menhub pemda kolaborasi,non-clickbait,1
polisi nyangkut kap mobil coba kabur tilang,non-clickbait,1
makam habibie rebut selfie keluarga,non-clickbait,1
mahfud md presiden panggil pimpin kpk diskusi,non-clickbait,1
kritik pimpin kpk irama,clickbait,0
sigra andal daihatsu beli borong,non-clickbait,1
mekanisme daur ulang sampah elektronik tahu,non-clickbait,1
persija vs psis gol simic rohit chand menang macan mayor,non-clickbait,1
lampard puas performa main akademi chelsea lawan wolves,non-clickbait,1
persipura vs sela 2 gol titus bonai menang mutiara hitam,non-clickbait,1
insiden lempar bus persib ps tira persikabo maaf,non-clickbait,1
norwich vs man city rekor teemu pukki lanjut tim menang,non-clickbait,1
pico derma awat kulit baru atas kulit wajah,non-clickbait,1
9 korban celaka tunggal tol jagorawi gereja,non-clickbait,1
wajah tutup kain michael schumacher jalan awat paris,non-clickbait,1
susun main link live streaming indonesia vs thailand,non-clickbait,1
kemendag musnah main anak raket nyamuk importir ilegal,non-clickbait,1
3 rumah sakit tangan korban celaka maut tol jagorawi,non-clickbait,1
bocor harga toyota calya facelift rp 3 juta,clickbait,0
film cek toko belah putar bioskop bioskop china,non-clickbait,1
5 tahun kpk selidik mafia migas temu usaha cangkang tax haven countries,non-clickbait,1
cerita eko driver go food kayuh sepeda bekas rajin ngalong langgan bintang 5,clickbait,0
media rusia identitas selamat as,non-clickbait,1
tol purbaleunyi normal pasca evakuasi korban celaka,non-clickbait,1
geram hoaks bj habibie tinggal melanie subono kutuk,non-clickbait,1
anak bj habibie lupa usia jelang 84 aktivitas istirahat,non-clickbait,1
kabut asap landa kenal gejala ispa intai,clickbait,0
kpk geledah 5 rumah tetap eks dirut petral sangka mafia migas,non-clickbait,1
bos cls knights rencana mundur manajemen klub,non-clickbait,1
ps tira vs persib jupe ambisi curi poin kandang lawan,non-clickbait,1
kapal perang angkat laut kanada lapor lintas selat taiwan,non-clickbait,1
kenal cardiac arrest sebab tewas lari bal marathon,clickbait,0
stigma kusta,clickbait,0
survei anak bungsu favorit orangtua anak sulung favorit kakek nenek,non-clickbait,1
badan gemuk ge pamungkas baju kecil,non-clickbait,1
indef dorong insentif fiskal produk tembakau alternatif,non-clickbait,1
kisah rohani nenek buta batang kara tinggal gubuk tua makan tunggu belas kasih warga,non-clickbait,1
nissan kasih garansi baterai leaf 8 tahun,non-clickbait,1
gara gara hoaks gemar nct dream gigit jari ancol,non-clickbait,1
depresi ricky bakar mobil buang sampah,non-clickbait,1
atlet jetski aqsa sutan aswar tang juara amerika serikat,non-clickbait,1
melchias markus mekeng cegah pergi negeri,non-clickbait,1
tarra budiman nama anak pakai,non-clickbait,1
jaksa cecar petinggi rohde and schwarz ubah nilai po satelit monitoring bakamla,non-clickbait,1
cerita 3 keluarga tetangga denpasar anggota keluarga lumpuh,clickbait,0
impor indonesia china merosot tajam,clickbait,0
jago masak nicky tirta,non-clickbait,1
walhi korporasi enggan tanggung karhutla tiru perintah,non-clickbait,1
2 legenda sepak bola dukung simon mcmenemy latih timnas,non-clickbait,1
periksa kendara kabur polisi gelayut kap mobil,non-clickbait,1
mahasiswa dpr fasis anti demokrasi,clickbait,0
hiu paus jebak 4 kanal pltu paiton kondisi luka luka,non-clickbait,1
minimal dampak buruk bakar hutan riau dompet dhuafa bagi masker,non-clickbait,1
perkosa siswi sd pria 61 tahun tangkap,non-clickbait,1
temu anies fraksi pan bahas payung hukum paud stadion persija,non-clickbait,1
ucap nama main liga champions,clickbait,0
hotel fasilitas terminal 2 bandara soekarno hatta,non-clickbait,1
siswa pukul teman sdn pekayon jaya 3 skors,non-clickbait,1
tabung 25 tahun andre taulany beli moge,non-clickbait,1
stadion suporter thailand nyanyi yel yel dukung timnasnya,non-clickbait,1
indonesia vs thailand babak gol,non-clickbait,1
wapres kalla jenguk habibie 5 menit,non-clickbait,1
kawan monyet liar jalan pantai indah kapuk,non-clickbait,1
tampil apik de bruyne gelandang baik dunia,non-clickbait,1
sebab impotensi pria derita diabetes,clickbait,0
gubernur malu murad ismail ott kpk malu,non-clickbait,1
shandy aulia tinggal unfollow suka,non-clickbait,1
cerita komika kiky saputri gagal tampil hadap presiden jokowi,clickbait,0
awas olahraga risiko sakit jantung,non-clickbait,1
hukum main nakal baya tiru bundesliga,non-clickbait,1
coba coba palsu pelat kendara ganjil genap polisi beda,clickbait,0
indonesia vs thailand gol malaysia vs uea sengit,non-clickbait,1
cari kapal mv nur allya pulau halmahera resmi henti,non-clickbait,1
airbnb amerika serikat tawar tema kamar era 90an,non-clickbait,1
dinkes dki pasti mati anak duga racun pm tas,non-clickbait,1
angkut mahasiswa daerah studi sentani biak jayapura,non-clickbait,1
promo gundala spongebob sanksi kpi joko anwar lembaga percaya,non-clickbait,1
polisi meksiko temu 44 jenazah mutilasi 119 kantong sampah,non-clickbait,1
qatar lari andal indonesia tanding,non-clickbait,1
audisi pb djarum 2019 purwokerto 26 serta raih super tiket,non-clickbait,1
curi uang laptop tabung gas kos kaki laku tembak,non-clickbait,1
cucu bj habibie resmi sepakat kontrak borneo fc,non-clickbait,1
sabar aiptu aris bentak bentak langgar ganjil genap,clickbait,0
gigi hadid tuntut rp 21 miliar gara gara posting foto zayn malik,non-clickbait,1
persib vs semen padang robert albert benah transisi maung bandung,non-clickbait,1
viral curi lari rumah korban bingung cari jalan,clickbait,0
tinggal fuad amin rumah sakit,non-clickbait,1
nikita mirzani lapor elza syarief polisi,non-clickbait,1
ajar smp bekas tewas lindas truk,non-clickbait,1
biar hamil turun pintu sopir bus hajar pingsan,non-clickbait,1
babak timnas 16 vs filipina athallah bawa indonesia unggul,non-clickbait,1
ganjil genap luas jalur alternatif macet,non-clickbait,1
robert aku serang bus pengaruh mental main persib bandung,non-clickbait,1
fls2n 2019 upaya kuat prestasi nasionalisme siswa seni,non-clickbait,1
persija vs psis macan mayor menang banuelos aman,non-clickbait,1
ansu fati bek tengah barcelona,non-clickbait,1
alexander marwata tertib wadah pegawai kpk,non-clickbait,1
pimpin serah mandat presiden praktisi hukum kpk lumpuh,non-clickbait,1
sesap kopi nikmat akrab kisa,non-clickbait,1
dendam suami motif dewi bunuh 2 balita kembar,non-clickbait,1
latih barcelona ansu fati normal,non-clickbait,1
alami darah irish bella harus bedrest,non-clickbait,1
video hands on black shark 2 pro ponsel gaming snapdragon 855 plus,non-clickbait,1
suara letus dengar 5 laga persija vs psis bekas,non-clickbait,1
tugas dishub tempat trotoar median jalan kalimalang,non-clickbait,1
video persija vs psis karier banuelos selamat,non-clickbait,1
area komersial marchand hype bintaro zona organik,non-clickbait,1
hasil motogp san marino marc marquez tang duel dramatis,non-clickbait,1
buka bisnis kue gisel gempi cicip produk,non-clickbait,1
indonesia kiblat fesyen muslim dunia 2020,non-clickbait,1
ajar sma batam curi mobil parkir sekolah,non-clickbait,1
surplus neraca dagang perintah waspada defisit,non-clickbait,1
conte tebar ancam juventus,non-clickbait,1
mane jadi salah lupa,non-clickbait,1
unai emery david luiz kritik bek tangguh arsenal pasang badan,non-clickbait,1
bayi pekanbaru sakit kabut asap orangtua uang obat,non-clickbait,1
nikita mirzani anak tua muda lawan,non-clickbait,1
ganti mas ekky andi gilang finis posisi 24 moto2 misano,non-clickbait,1
hasil timnas 16 vs filipina garuda muda menang 4 gol balas,non-clickbait,1
kawan monyet bongkar sampah rumah elite pik cari makan,non-clickbait,1
gaduh revisi uu kpk isu papua lupa,non-clickbait,1
polisi aman pasang jenis video mesum viral,non-clickbait,1
nonton trailer perempuan tanah jahanam bikin bulu kuduk merinding,non-clickbait,1
cerita bripka eka nyangkut kap mobil 200 meter tilang kendara,clickbait,0
pemprov jabar teken grab program,non-clickbait,1
indonesia vs thailand garuda tinggal 0 1,non-clickbait,1
ungkap laku ganti perkosa mayat remaja 13 tahun,non-clickbait,1
argentina capai semifinal piala dunia bola basket,non-clickbait,1
indonesia vs thailand tim tamu ganda unggul 2 0,non-clickbait,1
anak habibie suka lupa usia 80 an tahun,non-clickbait,1
giampaolo blak blakan borok ac mil,non-clickbait,1
menteri pppa kesah ruu kawin nanti upaya selamat anak,non-clickbait,1
monyet liar kawasan pik hibur warga,non-clickbait,1
cair fee bowo sidik pangarso nota paham pt htk pt iae,non-clickbait,1
lapor elza syarief nikita mirzani serah bukti transkrip video,non-clickbait,1
indonesia vs thailand skuad garuda tinggal 3 gol,non-clickbait,1
seru vs sela tim tamu optimistis raih poin,non-clickbait,1
virgil van dijk segan puji sule bek hebat,non-clickbait,1
adil iran selidik perempuan bakar tahan tonton sepak bola,non-clickbait,1
indonesia vs thailand garuda kalah sugbk,non-clickbait,1
ambil formulir pilkada tangsel pdi azizah izin maruf amin,non-clickbait,1
kembang janin shandy aulia jalan usg minggu,non-clickbait,1
uang rp 16 miliar milik pemprov sumut hilang tinggal mobil,non-clickbait,1
timnas 19 indonesia vs iran fakhri rombak main,non-clickbait,1
indonesia takluk thailand malaysia telan kalah,non-clickbait,1
pemprov riau buka 14 posko korban asap pekanbaru daftar,clickbait,0
man united united belanja bursa transfer,non-clickbait,1
usul sandang disabilias tampung revitalisasi terminal tanjung priok,non-clickbait,1
siti zuhro revisi uu kpk lumpuh disfungsi,non-clickbait,1
lapor korban foto bugil,non-clickbait,1
6 bahan makan bantu atas asma,clickbait,0
seru vs psm juku eja main 10 tahan imbang tuan rumah,non-clickbait,1
ultras juventus ancam nyanyi lagu rasialisme tanding,non-clickbait,1
vakum sinetron billy davidson tantang youtuber,non-clickbait,1
5 kawasan pariwisata super prioritas kucur rp 71 triliun,clickbait,0
hasil klasemen motogp marquez jauh,non-clickbait,1
indonesia bambu olah energi listrik rang 3 desa,non-clickbait,1
sukses peran milea vanesha prescilla buka main sinetron,non-clickbait,1
pulau solomon aku china terima bantu rp 7 triliun beijing,non-clickbait,1
liga champions 5 main bintang absen laga psg vs real madrid,clickbait,0
diogo campos pikir tawar baya,non-clickbait,1
pamer bukti bekas pasar properti potensial,non-clickbait,1
cumbu tubuh indah wakil indonesia oscar 2020 garin nugroho,clickbait,0
sentuh magis eduardo almeida selamat semen padang,non-clickbait,1
gaji rendah anggota zita anjani pimpin dprd dki,clickbait,0
perintah bongkar atur 72 uu tentu izin lingkung,non-clickbait,1
tahun wika gedung incar kontrak rp 1198 triliun,non-clickbait,1
populer dunia nusa bal kerap telan korban jiwa turis asing,non-clickbait,1
napoli vs liverpool tekad tuan rumah kalah juara tahan,clickbait,0
waduk cimanggis mangkrak bebas lahan,non-clickbait,1
yusrianto bawa gerobak motor isi galon serah formulir calon wali kota tangsel,non-clickbait,1
kpk wenang terbit sp3 jangka waktu 2 tahun,non-clickbait,1
tren busana pria plaza indonesia mens fashion week 2019,clickbait,0
hati hati terobos pintu lintas kereta api bandung tilang rp 500 ribu,non-clickbait,1
lamar cpns 2019 6 jabat usia maksimal 40 tahun,clickbait,0
62 laku ekonomi kreatif bantu modal bekraf,non-clickbait,1
rupiah stabil potensi lemah buka lebar,non-clickbait,1
menteri panrb dorong universitas cetak lulus kompetensi global,non-clickbait,1
menteri esdm jual gas bumi pasang tarif mahal,clickbait,0
ihsg ramal gerak zona hijau simak saham pilih,clickbait,0
podcast iur bpjs sehat 100 persen,non-clickbait,1
ihsg buka hijau 6337 sektor aneka industri pimpin kuat,non-clickbait,1
tan lahan serasi asuransi,non-clickbait,1
menperin sebab esemka mobil china,non-clickbait,1
kuat riset sektor ikan menteri sus gandeng lipi,non-clickbait,1
serbu tekstil impor usaha lindung kemenperin,clickbait,0
menteri sus pangan timbuk konflik negara tetangga,clickbait,0
indef industri tembakau alternatif insentif,clickbait,0
edukasi finansial bikin masyarakat pintar atur investasi uang,non-clickbait,1
perintah target bangun 1500 km jalan tol 5 tahun,non-clickbait,1
grab dukung kembang mobil listrik indonesia,non-clickbait,1
clustering jurus bri daya nasabah ultra mikro,clickbait,0
lindung milenial great eastern life luncur produk,clickbait,0
kspi tolak luas jenis kerja tenaga asing,non-clickbait,1
grab mudah mobil listrik angkut online,clickbait,0
lipi kembang 10 kapal riset nasional,non-clickbait,1
kemenhub denda truk lebih muat,non-clickbait,1
cegah madam listrik ulang pln studi banding london,non-clickbait,1
bappenas kan dampak ekonomi pindah kota ri,clickbait,0
start up teknologi dana hibah perintah,non-clickbait,1
kemenhub anggar rp 29 triliun kembang 5 destinasi prioritas,non-clickbait,1
bandara kertajati ramai pertamina penuh konsumsi avtur,non-clickbait,1
tetap tarif listrik pln serah perintah,non-clickbait,1
sidang kivlan zen tunda 2 pekan acara bekas luka granat kaki sakit,non-clickbait,1
temu nasional legislatif demokrat putar dokumenter capai sby,non-clickbait,1
fahri hamzah heran capim kpk teken kontrak politik komisi iii,clickbait,0
menkumham cabut paspor veronica koman sesuai undang undang,non-clickbait,1
175 4 korporasi sangka karhutla,non-clickbait,1
keluarga bj habibie jantung muda,non-clickbait,1
berat dakwa kivlan zen aju eksepsi,non-clickbait,1
putra bj habibie stabil lemas,non-clickbait,1
bambang sadono amandemen batas uud lebar mana,non-clickbait,1
putra bj habibie khawatir beliau sembuh,clickbait,0
mpr hidup gbhn suara rakyat,clickbait,0
kisah curi perangkap rumah mewah sasar,clickbait,0
keluarga batas besuk bj habibie rumah sakit,non-clickbait,1
kpk geledah 5 lokasi kait mafia migas,non-clickbait,1
theo sambuaga bj habibie salat baring,clickbait,0
cari waktu jokowi kunjung papua,clickbait,0
kapolda jatim ultimatum veronica koman kooperatif,non-clickbait,1
wakil ketua mpr prihatin kondisi moral bangsa buruk,non-clickbait,1
video operasi patuh jaya sasar kendara kawasan juanda gondangdia,clickbait,0
