title,source,date,time,category,sub-category,content,url
Wiranto Kirim Utusan ke PBB Jelaskan Konflik di Papua,liputan6.com,2019-09-10,01:11,News,Peristiwa," Menteri Koordinator Bidang Politik, Hukum, dan Kemanan (Menko Polhukam) Wiranto menanggapi rencana tokoh separatis Benny Wenda yang akan membawa konflik di ,ke Komisi Tinggi HAM PBB di Jenewa yang digelar Senin (9/9/2019).,Dia mengatakan, pemerintah sudah mengirim Perwakilan Tetap Indonesia (Watapri) untuk menjelaskan keadaan sebenarnya terkait kerusuhan yang terjadi di beberapa wilayah ,dan Papua Barat belum lama ini.,""Watapri kita untuk PBB di Jenewa, Pak Hasan Kleib sudah bertemu dengan komisioner Komisi Tinggi HAM untuk menyampaikan kebenarannya,"" ujar Wiranto di Media Center Gedung Kemenko Polhukam, Jakarta, Senin.,Wiranto menegaskan, informasi sebenar-benarnya harus disampaikan kepada dunia internasional agar tak terjadi kesalahpahaman. Sebab menurutnya, sudah banyak terjadi misinformasi terkait konflik yang terjadi di Papua dan Papua Barat.,Sejumlah misinformasi itu antara lain pelanggaran hak asasi manusia (HAM), banyaknya pembunuhan, dan aksi tuntut kemerdekaan yang sebenarnya tidak terjadi di Papua.,""Jangan sampai informasi (salah) ini diterima oleh Komisi Tinggi HAM sebagai kebenaran,"" ucap Wiranto.,Lebih lanjut, Wiranto juga merespons soal berita yang menyebut adanya negara-negara yang mendukung keinginan ,merdeka dan referendum. Menurutnya, keinginan tidak mungkin terjadi.,“Saya sampaikan bahwa jalan-jalan hukum internasional sudah tertutup, referendum ingin merdeka itu sudah absurd, itu sudah tidak relevan lagi dengan kondisi hukum internasional maupun nasional,” katanya., ,Wiranto menambahkan, saat ini yang menjadi perhatian pemerintah adalah langkah-langkah untuk membangun NKRI ke depan. Papua sebagai bagian dari Indonesia pun harus merasakan pembangunan yang rata.,“Kita nanti melanjutkan dialog untuk pembangunan Papua ke depan nanti gimana. Supaya ada akselerasi pembangunan yang lebih dapat mensejahterakan dan memajukan rakyat Papua,” ucap Wiranto.,“Dan ternyata sangat banyak teman-teman kita di sana, tokoh adat dan pimpinan daerah yang menyadari pilihan terbaik adalah mempertahankan NKRI, termasuk Papua dan Papua Barat untuk bersama membangun NKRI ke depan,” dia mengakhiri.",https://www.liputan6.com/news/read/4058615/wiranto-kirim-utusan-ke-pbb-jelaskan-konflik-di-papua
SBY Harap Pidato Kontemplasinya Didengar Jokowi,liputan6.com,2019-09-10,08:22,News,Politik," Di hari ulang tahunnya yang ke-70, Mantan Presiden RI ke-6, Susilo Bambang Yudhoyono (,) membacakan pidato Kontemplasinya di Puri Cikeas, Bogor, Senin (9/9/2019).,Dalam kesempatan itu, Ketua Umum Partai Demokrat tersebut meminta Presiden Joko Widodo (Jokowi) untuk menjadikan pidato kontemplasi dirinya sebagai masukan.,""Saya menitipkan harapan kepada Bapak Presiden Jokowi beserta jajaran pemerintahan yang beliau pimpin, agar kiranya materi kontemplasi yang saya sampaikan, dapat melengkapi agenda, kebijakan dan langkah tindakan yang diambil oleh negara dan pemerintahan mendatang,"" ucap SBY di Puri Cikeas, Bogor, Senin (9/9/2019).,Ia juga mengakui bahwa untuk membangun suatu nilai yang baik dalam negara bukanlah pekerjaan sekali jadi. Hal itu diperlukan kepemimpinan yang berkomitmen membangun hal itu secara berkesinambungan. ""Namun, semuanya harus dimulai dari sekarang,"" ucapnya.,Sebelumnya, dalam pidato kontemplasinya, SBY mengajukan beberapa konsep. Mulai dari konsep masyarakat yang baik, negara yang baik, ekonomi hingga politik.,Menurut Ketua Umum Partai Demokrat itu, tidak ada resep yang ajeg dalam membangun suatu masyarakat yang baik. Di setiap literatur memiliki ramuan yang berbeda-beda.,Kendati begitu, dalam masyarakat Indonesia, maka ,menilai ada dua prasyarat, yaitu kasih sayang dan rasa persaudaraan.,Di tengah-tengah bangsa Indonesia yang majemuk ini, menurut SBY, kasih sayang adalah sebuah harga mati. ""Pertama adalah kasih sayang atau love di antar kita dan bukan kebencian atau hatred,"" kata SBY di Puri Cikeas, Bogor, Senin (9/9/2019).,Sementara itu, lanjutnya, prasyarat kedua ialah membangun persaudaraan dengan sesama masyarakat. Termasuk dengan masyarakat yang berbeda identitas dengan kita. ""Kedua rasa persaudaraan dan bukan membangun jarak atau permusuhan atau hostility dengan masyarakat yang berbeda,"" katanya.,SBY melihat beberapa tahun ini masyarakat Indonesia kehilangan kedua prasyarat tersebut. Yang ia lihat justru sebaliknya, masyrakat Indonesia membangun jarak dengan yang bukan sesama identitasnya.,""Terus terang rasa persaudaraan dan kasih sayang ini melemah. Sebaliknya rasa permusuhan mengut ini lampu kuning yang membahayakan masyarakat dan bangsa kita,"" ucap SBY.",https://www.liputan6.com/news/read/4058720/sby-harap-pidato-kontemplasinya-didengar-jokowi
Ditjen Imigrasi Sebut Veronica Koman Ada di Australia,liputan6.com,2019-09-10,05:30,News,Peristiwa," Direktorat Jenderal (Ditjen) Imigrasi akan menindaklanjuti permintaan Polda Jawa Timur untuk mencabut paspor ,Koman yang menjadi tersangka kasus ujaran kebencian dan penyebaran berita hoaks terkait kerusuhan Papua. Diketahui, Veronica tengah berada di Australia.,""Pencabutan itu harus berdasarkan surat, hari ini surat permintaannya (Polda Jatim) ada. Makanya kita akan terbitkan surat pencabutan paspor yang tentunya diarahkan di mana yang bersangkutan berada,"" kata Dirjen Imigrasi, Ronny F Sompie di Bandung, Senin 9 September 2019.,Dilansir ,, Ronny menyebut pencabutan paspor dilakukan untuk membantu kepolisian meneruskan proses penyidikan. Berdasarkan data terakhir yang diperoleh Ditjen Imigrasi, diduga ,saat ini tengah berada di Australia.,""Ketika diketahui yang bersangkutan memang di luar, di Australia sesuai data yang terakhir atau di negara lain, kita akan koordinasi untuk menjalankan kerja sama yang diminta oleh penyidik Polda Jatim,"" katanya.,Pencabutan paspor tersebut menurutnya sesuai dengan aturan yang tertuang dalam Pasal 31 ayat 1 dan 3 Undang-undang nomor 6 tahun 2011. Dalam aturan itu, kata dia, pencabutan paspor dapat berlaku bagi tersangka yang melakukan tindak pidana dengan ancaman hukuman di atas 5 tahun.,""Kita katakan bahwa paspor yang dibawanya sudah kita cabut. Jadi walaupun dia sedang bawa paspor tetap saja tidak berlaku paspornya,"" kata Ronny.,Dengan demikian, Ronny menuturkan Veronica akan diserahkan oleh pihak imigrasi negara setempat kepada Kedutaan Besar RI. Maka proses hukum ,menurutnya akan mudah dilakukan.,""Jadi ini berupa hukum acara ya, untuk memudahkan yang bersangkutan dikembalikan ke Indonesia. Ini pasti akan kita koordinasikan dengan pihak imigrasi di negara yang bersangkutan berada,"" katanya., ,Sebelumnya, Polda Jatim menetapkan Veronica Koman sebagai tersangka kasus ujaran kebencian dan penyebaran berita hoaks terkait insiden di Asrama Mahasiswa Papua di Jalan Kalasan Surabaya, pada 17 Agustus 2019.,Polisi menyebut Veronica terbukti telah melakukan provokasi di media sosial twitter, yang ditulis dengan menggunakan bahasa Inggris dan disebar ke dalam negeri maupun luar negeri, padahal dibuat tanpa fakta yang sebenarnya.,Akibat perbuatan yang dilakukannya, Veronica dijerat dengan pasal berlapis yakni UU ITE KUHP Pasal 160 KUHP, kemudian UU Nomor 1 Tahun 1946 dan UU Nomor 40 tahun 2008 tentang Penghapusan Suku, Etnis dan Ras.",https://www.liputan6.com/news/read/4058659/ditjen-imigrasi-sebut-veronica-koman-ada-di-australia
Harap-Harap Cemas Ujung Revisi UU KPK,liputan6.com,2019-09-10,00:03,News,Rajut," Riuh pro dan kontra revisi Undang-Undang Nomor 30 Tahun 2002 tentang Komisi Pemberantasan Korupsi (,) akhirnya sampai juga ke telinga presiden. Presiden Jokowi mengaku sudah membaca draf revisi tersebut.,Mantan Gubernur DKI Jakarta itu pun meminta Menteri Hukum dan HAM Yasonna Laoly untuk mempelajari naskah revisi UU KPK yang diusulkan DPR.,""Saya diberikan draf revisi UU KPK untuk saya pelajari. Kami akan pelajari dulu. Kami lihat nanti seperti apa,"" ujar Yasonna usai bertemu Jokowi di Kompleks Istana Kepresidenan, Jakarta, Senin 9 September 2019.,Menurut dia, ada beberapa poin dalam revisi UU KPK yang menjadi perhatian Jokowi. Kendati begitu, Yasonna enggan menyebutkan apa hal yang menjadi fokus Jokowi tersebut.,""Kami harus mempelajari dulu. Pokoknya ada , ini harus dipelajari, hati-hati,"" kata dia.,Yasonna memastikan, Jokowi belum mengirimkan surat presiden (supres) ke DPR. Pemerintah, kata dia, akan terlebih dahulu membaca draf revisi UU ,tersebut, sebelum memberikan tanggapan ke DPR.,""Sampai sekarang belum. Kami harus baca dulu kan, ada beberapa (catatan),"" tuturnya.,Yasonna Laoly menyebut, pembentukan Dewan Pengawas yang menjadi salah satu poin yang disorot dalam revisi tersebut, bertujuan sebagai penyeimbang di KPK. Yasonna mengatakan bahwa setiap institusi seharusnya mempunyai dewan pengawas, termasuk KPK.,""Ya kita lihat aja, semua institusi kan harus ada ,. Itu aja,"" kata Yasonna.,Politisi PDIP itu tak menjawab tegas saat ditanya apakah pemerintah menyetujui usulan DPR membentuk dewan pengawas untuk KPK. Yasonna mengatakan akan mempelajari draf revisi UU , tersebut terlebih dahulu.,""Kami harus mempelajari dulu. Pokoknya ada , ini harus dipelajari dengan hati-hati,"" ujarnya.,Diketahui, Rapat paripurna DPR pada Kamis 5 September 2019 menyetujui usulan revisi UU No 30 Tahun 2002 tentang KPK. Sejumlah poin revisi ditanggapi beragam karena diduga bisa melemahkan kinerja KPK.,Materi muatan revisi UU KPK tersebut meliputi perubahan status kepegawaian para pegawai KPK menjadi ASN, kewenangan penyadapan, pembentukan Dewan Pengawas, KPK tunduk pada Kitab Undang-undang Hukum Acara Pidana, peralihan pelaporan LHKPN, serta kewenangan , untuk menghentikan perkara.,Juru Bicara KPK Febri Diansyah menyatakan, lembaganya  menghormati perintah Presiden Jokowi pada Menteri Hukum dan HAM yang meminta Menkumham mempelajari draf RUU KPK inisiatif DPR tersebut.,""Kami berharap perintah tersebut bisa dijalankan sebaik-baiknya,"" ujarnya  saat dikonfirmasi, Senin 9 September 2019.,Dengan adanya perintah dari Jokowi kepada Yasonna, Febri berharap tak ada kesimpulan prematur dan klaim dari sejumlah politisi yang seolah-olah Presiden sudah menyetujui RUU KPK inisiatif DPR tersebut.,""Sementara tadi sudah ditegaskan belum ada surat Presiden ke DPR untuk membahas lebih lanjut RUU tersebut. Apalagi, kita tahu RUU yang beredar itu memiliki sejumlah persoalan mendasar,"" kata dia.,Febri juga berharap Yasonna ikut mendengarkan permintaan dari sejumlah kalangan yang menolak UU KPK diubah. Menurut Febri, penolakan dari sejumlah kalangan bukan tanpa alasan.,""Dari yang kita baca bersama, jika revisi terjadi yang mengandung poin-poin seperti yang dibahas akhir-akhir ini, maka bukan tidak mungkin KPK akan lumpuh dan kemudian mati,"" kata Febri.,Ketua KPK Agus Rahardjo mengatakan, RUU KPK berpotensi melemahkan lembaga yang kini dia pimpin dalam memberantas tindak pidana korupsi.,Agus menyadari RUU KPK inisiatif DPR tersebut tidak akan menjadi UU jika Jokowi menolak. Karena UU dibentuk berdasarkan persetujuan DPR dan presiden.,""KPK percaya Presiden akan tetap konsisten dengan pernyataan yang pernah disampaikan bahwa Presiden tidak akan melemahkan KPK,"" kata Agus dalam jumpa pers di Gedung KPK, Jakarta Selatan, Kamis 5 Agustus 2019.,Agus berharap Jokowi membahas terlebih dulu bersama akademisi, masyarakat dan lembaga terkait untuk memutuskan perlu atau tidaknya merevisi UU KPK.,""KPK percaya, Presiden akan tetap konsisten dengan pernyataan yang pernah disampaikan bahwa Presiden tidak akan melemahkan KPK. Dan KPK juga mendukung program kerja Presiden melalui tugas pencegahan dan penindakan korupsi,"" ujar dia.,Anggota Komisi III DPR dari Fraksi PDIP Arteria Dahlan membantah, pembahasan revisi UU nomor 30 tahun 2002 tentang KPK dilakukan DPR secara diam-diam.,Ia menegaskan tak ada niat DPR untuk melemahkan KPK apalagi lewat revisi operasi senyap. Ia menyebut seluruh rapat di DPR, mulai dari Badan Musyawarah, Badan Legislatif hingga Rapat Paripurna, dilakukan secara terbuka, terjadwal dan terdokumentasi baik.,""Logika akal sehat, enggak mungkinlah di DPR ada operasi senyap, karena semuanya terjadwal dan terdokumentasi, secara transparan dan terbuka,"" kata Arteria di kawasan Menteng, Jakarta, Sabtu 7 September 2019.,Arteria justru menantang pihak manapun untuk membuktikan bagian dalam draf RUU KPK yang disebut melemahkan KPK. Sebab, ia menilai revisi UU KPK justru bakal memperkuat KPK.,""Dikatakan melemahkan, apa iya DPR gila? Dalam persepektif apa DPR mau melemahkan? Baca dulu. Bagian mana yang dikatakan melemahkan, semuanya masih ,, bahkan dilakukan penguatan,"" ucapnya.,Politisi PDI Perjuangan itu heran dengan tudingan yang menyudutkan DPR. Sebab, ia mengklaim usulan revisi itu datang dari pimpinan KPK sendiri.,""KPK ingin kewenangan KPK dalam penyadapan dan merekam, ini kita lakukan, ini KPK sendiri. Kemudian Pembentukan Dewan Pengawas. ini nama Dewan Pengawas KPK, diksi yang pertama yang inisiasi mereka (KPK),"" katanya., ",https://www.liputan6.com/news/read/4058528/harap-harap-cemas-ujung-revisi-uu-kpk
VIDEO: Pria Pamer Ilmu Tenaga Dalam saat Ditilang Polisi,liputan6.com,2019-09-10,06:00,News,Peristiwa," Ada saja cara untuk menghindari razia. Salah satunya seperti yang dilakukan pria ini saat Razia Operasi Patuh yang dilakukan di Kalimantan Selatan. Tak terima dirinya ditilang, ia hendak melawan polisi dengan mengeluarkan jurus tenaga dalamnya.",https://www.liputan6.com/news/read/4058179/video-pria-pamer-ilmu-tenaga-dalam-saat-ditilang-polisi
KPK Minta Menkumham Pelajari Revisi UU KPK dengan Baik,liputan6.com,2019-09-10,06:06,News,Peristiwa," Komisi Pemberantasan Korupsi (KPK) berharap Menteri Hukum dan Hak Asasi Manusia Yasonna Hamonangan Laoly mempelajari draf revisi Undang-Undang Nomor 30 Tahun 2002 tentang Komisi Pemberantasan Tindak Pidana Korupsi (KPK).,Yasonna sendiri mengaku diperintahkan Presiden Joko Widodo atau Jokowi untuk mengkaji draf revisi UU tentang KPK.,""KPK menghormati perintah Presiden Jokowi pada Menteri Hukum dan HAM hari ini yang meminta Menkumham mempelajari draf RUU KPK inisiatif DPR tersebut. Kami berharap perintah tersebut bisa dijalankan sebaik-baiknya,"" ujar Juru Bicara KPK Febri Diansyah saat dikonfirmasi, Senin (9/9/2019).,Dengan adanya perintah dari Jokowi kepada Yasonna, Febri berharap tak ada kesimpulan prematur dan klaim dari sejumlah politisi yang seolah-olah Presiden sudah menyetujui RUU KPK inisiatif DPR tersebut.,""Sementara tadi sudah ditegaskan belum ada surat Presiden ke DPR untuk membahas lebih lanjut RUU tersebut. Apalagi, kita tahu RUU yang beredar itu memiliki sejumlah persoalan mendasar,"" kata dia.,Febri juga berharap Yasonna ikut mendengarkan permintaan dari sejumlah kalangan yang menolak UU KPK diubah. Menurut Febri, penolakan dari sejumlah kalangan bukan tanpa alasan.,""Dari yang kita baca bersama, jika revisi terjadi yang mengandung poin-poin seperti yang dibahas akhir-akhir ini, maka bukan tidak mungkin KPK akan lumpuh dan kemudian mati,"" kata Febri.,Sebelumnya, Yasonna mengaku diperintahkan Jokowi untuk mengkaji draf revisi UU KPK usulan DPR. Hal ini diungkapkan Yasonna usai bertemu dengan Presiden Jokowi di Istana, Senin (9/9/2019).,""Ada beberapa concern beliau. Kami harus memelajari dulu. Pokoknya ada concern ini, harus dipelajari, hati-hati,"" kata Yasonna di Kompleks Istana Kepresidenan.",https://www.liputan6.com/news/read/4058560/kpk-minta-menkumham-pelajari-revisi-uu-kpk-dengan-baik
Cuaca Hari Ini: Langit di Jabodetabek Cerah dari Pagi Hingga Malam,liputan6.com,2019-09-10,06:15,News,Peristiwa," ,hari ini diprediksi Badan Meteorologi Klimatologi dan Geofisika (BMKG) cerah hingga cerah berawan. Tak cuma di wilayah di DKI Jakarta, langit cerah juga terjadi di keempat kota penyanggga Ibu Kota.,Mengawali pagi ini, Selasa (10/9/2019), tak ada satu pun di wilayah Ibu Kota yang diselimuti awan mendung. Langit cerah diperkirakan terus berlangsung hingga malam hari nanti. ,Begitu pun kawasan Tangerang, Banten. BMKG memprakirakan,cerah bakal terjadi sepanjang hari. ,Sementara tiga kota di Provinsi Jawa Barat, yang meliputi Depok, Bogor, dan Bekasi diramalkan cerah berawan. ,Berikut prakiraan cuaca Jabodetabek selengkapnya yang dikutip , dari laman resmi BMKG, Selasa (10/9/2019):",https://www.liputan6.com/news/read/4058685/cuaca-hari-ini-langit-di-jabodetabek-cerah-dari-pagi-hingga-malam
Wiranto Minta Gubernur-Gubernur Patungan Bangun Asrama Nusantara,liputan6.com,2019-09-10,04:31,News,Peristiwa," Menteri Koordinator Bidang Politik Hukum dan Keamanan (Menko Polhukam) ,meminta Menteri Dalam Negeri Tjahjo Kumolo agar merekomendasikan para kepala daerah bekerja sama membangun asrama mahasiswa nusantara di setiap wilayah.,Hal itu menyikapi konflik di Papua dan Papua Barat belum lama ini akibat kasus rasisme yang dialami mahasiswa asal bumi Cenderawasih itu di Malang dan Surabaya, Jawa Timur. Diharapkan asrama nusantara itu dapat mempererat persaudaraan bangsa Indonesia.,""Maka kita merekomendasi kepada Mendagri untuk merekomendasikan pada Gubernur ke depan nanti para Gubernur patungan saja,"" kata ,di Kantornya, Jalan Merdeka Barat, Senin 9 September 2019.,""Tiga provinsi patungan, kalau tadinya di satu provinsi ada asrama Papua, asrama Kalimantan Barat, maka tiga Gubernur bersatu membiayai bersama-sama ada asrama nusantara 1, 2, 3 jadi anak-anak tercampur di situ,"" lanjut Wiranto.,Dia mencontohkan Gubernur Kalimatan Barat, Papua dan wilayah lain urunan membangun satu asrama. Dengan adanya asrama yang menampung mahasiswa dari seluruh penjuru negeri, menurut dia, tidak ada pihak merasa dibedakan.,""Tak ada kemudian ekslusif, ini anak Papua, ini anak Sumbar sendiri. Ini yang tidak benar. Mudah-mudahan ini yang bisa kita lakukan ke depan,"" kata ,., ,Reporter: Intan Umbari,Sumber: Merdeka.com",https://www.liputan6.com/news/read/4058661/wiranto-minta-gubernur-gubernur-patungan-bangun-asrama-nusantara
"Kebakaran di Kapuk Muara Berhasil Dipadamkan, 21 Damkar Dikerahkan",liputan6.com,2019-09-10,01:54,News,Peristiwa," , yang terjadi di sebuah gudang karpet yang berada di Kapuk Muara, Jakarta Utara, berhasil dipadamkan. 21 unit mobil pemadam kebakaran (Damkar) berhasil memadamkan ap yang dikabarkan sudah berkobar sejak Senin (9/9/2019) siang.,Berdasarkan keterangan dari Badan Penanggulangan Bencana Daerah (BPBD) DKI Jakarta yang dikutip dari akun twitter resminya, Selasa (10/9/2019) dinihari, api berhasil dipadamkan pada objek kebakaran sejak pukul 23:40 WIB.,Tidak ada korban jiwa dalam , yang dikabarkan mulai berkobar sejak pukul 13:27 WIB tersebut.Lamanya proses pemadaman tersebut, dicurigai karena isi gudang tersebut berupa karpet, sajadah, sarung dan benda lainnya yang mampu membuat api mudah membesar.,Belum diketahui juga penyebab kebakaran itu dan berapa total kerugian yang diderita akibat , tersebut. Demikin dilaporkan antara.",https://www.liputan6.com/news/read/4058680/kebakaran-di-kapuk-muara-berhasil-dipadamkan-21-damkar-dikerahkan
PAN Tunjuk Putri Zulkifli Hasan Jadi Pimpinan DPRD DKI,liputan6.com,2019-09-10,05:38,News,Politik," Partai Amanat Nasional (PAN) menunjuk , menjadi pimpinan DPRD DKI Jakarta periode 2019-2024. Zita adalah putri Ketua Umum PAN, Zulkifli Hasan.,Zita mengaku, penunjukan dirinya tak pernah direncanakan sebelumnya.,""Semua ini tidak direncanakan,"" katanya di Gedung DPRD DKI Jakarta, Senin (9/9/2019).,Zita mengungkapkan, memiliki kriteria tersendiri dalam memilih kadernya yang didudukkan dalam kursi pimpinan legislatif. Salah satunya adalah berprestasi.,""Tentu yang dipilih mereka yang berprestasi. Indikatornya ada dua. Pertama; incumbent, karena programnya berhasil maka dipilih lagi dan kedua; suara tinggi. Untuk saya sendiri mendapat suara tertinggi nomor dua di bawah Habib Muhammad,"" jelasnya.,Selain kriteria tersebut, PAN juga menilai perlu ada pimpinan perempuan. Tujuannya ialah untuk menyuarakan isu-isu perempuan., berlatar belakang seorang pendidik. Dengan penunjukannya sebagai Wakil Ketua DPRD, dia berjanji akan mengawal kebijakan yang pro kepada perempuan dan anak. Dia ingin memperjuangkan adanya penyediaan ruang laktasi atau menyusui di DPRD.,""Saya mengajak anak muda di DPRD untuk satu suara. Saya mewakili anak muda dan milenial. Selain itu saya sebagai guru PAUD akan perjuangkan untuk guru PAUD agar mendapat insentif. Kasihan mereka bekerja dengan beban banyak tapi tidak diperhatikan. Nanti kita khawatir kalau tidak difokuskan maka tidak akan ada yang mau menjadi guru PAUD untuk anak-anak kita,"" jelasnya.,Menjadi Wakil Ketua DPRD DKI Jakarta, menurutnya, suatu hal yang luar biasa. Perempuan, kata dia, harus menyuarakan dan memperjuangkan idealismenya.,""Kalau kita berhasil, kepercayaan publik akan meningkat. Ini amanah yang luar biasa dan besar buat saya. Perempuan susah duduk di posisi strategis. Jadi saya minta teman jurnalis ayo bantu saya,"" pungkasnya.,Reporter: Hari Ariyanti,Sumber: Merdeka",https://www.liputan6.com/news/read/4058688/pan-tunjuk-putri-zulkifli-hasan-jadi-pimpinan-dprd-dki
Airlangga Diingatkan Tak Jual Nama Jokowi Jelang Munas Golkar,liputan6.com,2019-09-10,03:23,News,Peristiwa," Ketua Umum , Airlangga Hartarto diingatkan tidak menjual nama Presiden Joko Widodo atau Jokowi untuk kepentingan dirinya jelang Musyawarah Nasional (Munas).,Fungsionaris , Azis Samual menekankan, Presiden Jokowi telah menegaskan tidak mau terlibat dalam konflik di Golkar dan bersikap netral.,""Bahkan Presiden berkali-kali menyampaikan agar pemilihan ketua umum di Munas Golkar berlangsung demokratis dan terbuka. Presiden menolak pratik-pratik aklamasi atau rekayasa yang akan dibangun oleh Airlangga,"" tegas Azis melalui keterangan pers.,Azis mengatakan, klaim Airlangga didukung Jokowi menempatkan preman dan menggembok Kantor DPP Partai Golkar berbahaya. Menurut Azis, klaim itu disampaikan Airlangga saat memberikan pengarahan di Kantor DPP Partai Golkar, Sabtu 7 Agustus 2019.,""Statement Ketua Umum Airlangga itu jelas membahayakan nama baik presiden. Masak urusan gembok menggembok, premanisme seret-serta nama presiden. Cengeng dan tidak jantan itu namanya,"" kata Azis.,Sebelumnya, Ketua PP Angkatan Muda Partai Golkar (AMPG) pro-Bambang Soesatyo atau Bamsoet, Adi Baiquni yang berniat menyampaikan aspirasi pada Sabtu (7/8) mengaku tak diizinkan masuk ke Kantor DPP ,. Airlangga yang berada di dalam kantor juga enggan menemua massa AMPG pro-Bamsoet.,""Kita datang ke rumah kita sendiri untuk menyampaikan aspirasi kepada Pengurus DPP. Namun, sama seperti sebelumnya, kita tidak diizinkan masuk ke dalam kantor DPP,"" ujarnya., ,Reporter: Iqbal Fadil,Sumber: Merdeka.com",https://www.liputan6.com/news/read/4058676/airlangga-diingatkan-tak-jual-nama-jokowi-jelang-munas-golkar
"Kabut Asap Makin Pekat, Sekolah di Jambi Diliburkan",liputan6.com,2019-09-10,06:29,News,Peristiwa," Pemerintah Kota Jambi kembali meliburkan siswa-siswi sekolah. Kebijakan ini dikeluarkan karena kualitas udara di Jambi saat ini dalam kategori berbahaya dampak , akibat kebakaran hutan dan lahan.,Untuk sekolah Taman Kanak-kanak (TK) dan Pendidikan Anak Usia Dini (PAUD) diliburkan selama tiga hari mulai dari tanggal 9-11 September 2019.,Sedangkan bagi siswa Sekolah Dasar kelas satu sampai kelas empat diliburkan selama dua hari dari tanggal 9-10 September 2019. Dan untuk kelas lima dan enam dikurangi jam belajarnya, yakni masuk pukul 09.00 WIB dan pulang pukul 13.00 WIB pada hari Senin dan Selasa.,Selanjutnya untuk siswa Sekolah Menengah Pertama (SMP) baik negeri, swasta dan tsanawiyah dikurangi jam belajarnya, yakni masuk pukul 8.30 WIB dan pulang pukul 13.00 WIB.,Wali Kota Jambi Syarif Fasha mengatakan, keputusan ini diambil setelah mendapat data dari Air Qualiity Monitoring System (AQMS) Dinas Lingkungan Hidup Daerah (DLHD) Kota Jambi. Pengukuran konsentrasi partikulat PM 2,5 atau tergolong berbahaya.,""Tadi malam saya instruksikan anak sekolah diliburkan karena sudah kategori berbahaya,"" kata Syarif ditemui usai diskusi Mayor Caucus 2019 di Balai Kota Bogor, Senin (19/9/2019).,Namun bagi kepala sekolah, guru dan staf tata usaha tetap masuk seperti biasa. Selama libur guru tetap memberikan tugas kepada siswanya agar mereka tetap belajar di rumahnya masing-masing.,""Apabila masih terjadi kabut asap masuk kategori berbahaya kita ambil tindakan cepat. Libur sekolah kita perpanjang lagi,"" ucapnya.,Syarif juga mengimbau kepada warganya untuk mengurangi aktivitas di luar rumah. Jika terpaksa keluar, ia meminta warga harus memakai masker agar tidak terpapar langsung ,.,Syarif mengatakan, Kota Jambi diserang kabut asap dari beberapa daerah di Provinsi Jambi, Sumatera Selatan dan Provinsi Riau.,""Karhutla itu hot spotnya dari beberapa daerah, Kota Jambi kena imbasnya karena letaknya ada di tengah-tengah tiga provinsi,"" terangnya.,Pertengahan Agustus 2019, lanjut Syarief, kabut asap dampak kebakaran hutan dan lahan juga membumbung tinggi di langit Kota Jambi. Akibat kejadian ini, ribuan jiwa penduduk Kota Jambi terserang ISPA.,""Saya belum dapat laporan terakhir tetapi memang ada lonjakan korban Ispa. Di sekitar angka 8 ribuan terdampak ISPA,"" sebut Syarief.",https://www.liputan6.com/news/read/4058686/kabut-asap-makin-pekat-sekolah-di-jambi-diliburkan
